date,segment,product,country,customer,business_unit,cost_function,units_sold,unit_price,sales,cogs,gross_profit,operating_expenses,ebitda,budget,cost_actual,cost_budget,downtime_hours,headcount,units_produced,year,month,month_name,quarter,fiscal_quarter,month_year,week_number,gross_margin_pct,ebitda_margin_pct,operating_expense_pct,budget_variance,budget_variance_pct,budget_status,cost_variance,cost_variance_pct,cost_status,cost_per_unit,revenue_per_head,output_per_head,downtime_revenue_loss,margin_rag,cost_rag,downtime_rag,is_top5_customer,customer_concentration
2023-08-05,Consumer Electronics,Wiring Harness,India,Client_16,Export Division,Overhead,487,5066.33,2467302.71,1321121.95,1146180.76,402286.17,743894.59,2906997.67,1723408.12,1662959.24,3.1,82,548,2023,8,Aug,3,Q3-2023,Aug-2023,31,46.45,30.15,16.3,-439694.96,-15.13,Over Budget,60448.88,3.64,Over Budget,3144.91,30089.06,6.68,956079.8,GREEN,GREEN,GREEN,1,29.36
2023-08-05,Consumer Electronics,Display Module,Japan,Client_06,Export Division,Logistics,775,2678.66,2075961.5,1042672.36,1033289.14,237043.37,796245.77,2049718.91,1279715.73,1370851.73,17.7,36,670,2023,8,Aug,3,Q3-2023,Aug-2023,31,49.77,38.36,11.42,26242.59,1.28,On Track,-91136.0,-6.65,Within Budget,1910.02,57665.6,18.61,4593064.82,GREEN,GREEN,RED,1,29.36
2023-08-05,Industrial Equipment,Robotic Arm,India,Client_11,East Zone,R&D,702,2092.53,1468956.06,915111.07,553844.99,268528.18,285316.81,1339086.11,1183639.25,1060872.96,7.2,80,371,2023,8,Aug,3,Q3-2023,Aug-2023,31,37.7,19.42,18.28,129869.95,9.7,On Track,122766.29,11.57,Over Budget,3190.4,18361.95,4.64,1322060.45,GREEN,RED,GREEN,0,29.36
2023-08-05,Automotive Components,Drive Shaft,USA,Client_11,West Zone,R&D,680,7700.85,5236578.0,3532865.45,1703712.55,645575.13,1058137.42,5865894.8,4178440.58,4601913.6,11.5,70,76,2023,8,Aug,3,Q3-2023,Aug-2023,31,32.53,20.21,12.33,-629316.8,-10.73,Over Budget,-423473.02,-9.2,Within Budget,54979.48,74808.26,1.09,7527580.88,GREEN,GREEN,AMBER,0,29.36
2023-08-06,Consumer Electronics,Power Unit,Japan,Client_05,West Zone,R&D,393,3968.53,1559632.29,1044680.68,514951.61,329604.57,185347.04,1310353.18,1374285.25,1381235.8,13.6,96,363,2023,8,Aug,3,Q3-2023,Aug-2023,31,33.02,11.88,21.13,249279.11,19.02,On Track,-6950.55,-0.5,Within Budget,3785.91,16246.17,3.78,2651374.89,GREEN,GREEN,AMBER,0,29.36
2023-08-06,Consumer Electronics,Wiring Harness,India,Client_07,Export Division,Overhead,412,996.6,410599.2,201321.85,209277.35,82484.74,126792.61,386823.4,283806.59,275308.79,12.8,31,624,2023,8,Aug,3,Q3-2023,Aug-2023,31,50.97,30.88,20.09,23775.8,6.15,On Track,8497.8,3.09,Over Budget,454.82,13245.14,20.13,656958.72,GREEN,GREEN,AMBER,0,29.36
2023-08-07,Consumer Electronics,Display Module,Germany,Client_20,North Zone,Overhead,772,6933.65,5352777.8,3434646.3,1918131.5,709669.62,1208461.88,4556537.13,4144315.92,4519342.1,8.9,116,349,2023,8,Aug,3,Q3-2023,Aug-2023,32,35.83,22.58,13.26,796240.67,17.47,On Track,-375026.18,-8.3,Within Budget,11874.83,46144.64,3.01,5954965.3,GREEN,GREEN,AMBER,1,29.36
2023-08-07,Automotive Components,Suspension Unit,USA,Client_06,North Zone,Overhead,88,6333.43,557341.84,388247.41,169094.43,85414.25,83680.18,462023.3,473661.66,471690.83,12.0,34,388,2023,8,Aug,3,Q3-2023,Aug-2023,32,30.34,15.01,15.33,95318.54,20.63,On Track,1970.83,0.42,Over Budget,1220.78,16392.41,11.41,836012.76,GREEN,GREEN,AMBER,1,29.36
2023-08-07,Industrial Equipment,Sensor Array,USA,Client_11,South Zone,Production,578,5575.38,3222569.64,1565632.71,1656936.93,602454.48,1054482.45,3175431.91,2168087.19,2279272.28,12.5,10,358,2023,8,Aug,3,Q3-2023,Aug-2023,32,51.42,32.72,18.69,47137.73,1.48,On Track,-111185.09,-4.88,Within Budget,6056.11,322256.96,35.8,5035265.06,GREEN,GREEN,AMBER,0,29.36
2023-08-08,Automotive Components,Suspension Unit,India,Client_11,West Zone,Production,155,4404.33,682671.15,428666.8,254004.35,93865.71,160138.64,701732.38,522532.51,498973.76,21.4,51,245,2023,8,Aug,3,Q3-2023,Aug-2023,32,37.21,23.46,13.75,-19061.23,-2.72,Over Budget,23558.75,4.72,Over Budget,2132.79,13385.71,4.8,1826145.33,GREEN,GREEN,RED,0,29.36
2023-08-08,Automotive Components,Gear Box,USA,Client_18,East Zone,Labour,737,1382.38,1018814.06,499541.44,519272.62,135335.62,383937.0,841023.28,634877.06,653610.24,12.3,36,595,2023,8,Aug,3,Q3-2023,Aug-2023,32,50.97,37.68,13.28,177790.78,21.14,On Track,-18733.18,-2.87,Within Budget,1067.02,28300.39,16.53,1566426.62,GREEN,GREEN,AMBER,0,29.36
2023-08-09,Industrial Equipment,Sensor Array,USA,Client_09,South Zone,Overhead,637,2336.19,1488153.03,698294.34,789858.69,258330.79,531527.9,1401759.8,956625.13,943687.19,3.1,70,731,2023,8,Aug,3,Q3-2023,Aug-2023,32,53.08,35.72,17.36,86393.23,6.16,On Track,12937.94,1.37,Over Budget,1308.65,21259.33,10.44,576659.3,GREEN,GREEN,GREEN,1,29.36
2023-08-10,Automotive Components,Drive Shaft,Japan,Client_02,North Zone,Labour,451,1842.37,830908.87,507646.07,323262.8,142194.06,181068.74,931467.78,649840.13,680933.5,14.8,49,380,2023,8,Aug,3,Q3-2023,Aug-2023,32,38.9,21.79,17.11,-100558.91,-10.8,Over Budget,-31093.37,-4.57,Within Budget,1710.11,16957.32,7.76,1537181.41,GREEN,GREEN,AMBER,0,29.36
2023-08-11,Automotive Components,Suspension Unit,India,Client_15,Export Division,Logistics,145,6596.38,956475.1,667921.91,288553.19,149394.82,139158.37,941181.35,817316.73,853503.19,17.0,69,521,2023,8,Aug,3,Q3-2023,Aug-2023,32,30.17,14.55,15.62,15293.75,1.62,On Track,-36186.46,-4.24,Within Budget,1568.75,13861.96,7.55,2032509.59,GREEN,GREEN,RED,1,29.36
2023-08-12,Automotive Components,Brake Assembly,Germany,Client_20,East Zone,Overhead,451,1875.15,845692.65,590007.11,255685.54,118091.98,137593.56,955535.42,708099.09,678318.33,11.7,18,526,2023,8,Aug,3,Q3-2023,Aug-2023,32,30.23,16.27,13.96,-109842.77,-11.5,Over Budget,29780.76,4.39,Over Budget,1346.2,46982.92,29.22,1236825.5,GREEN,GREEN,AMBER,1,29.36
2023-08-12,Automotive Components,Gear Box,Japan,Client_15,South Zone,Overhead,406,5033.3,2043519.8,989873.59,1053646.21,229593.26,824052.95,2277133.02,1219466.85,1306319.55,7.8,93,112,2023,8,Aug,3,Q3-2023,Aug-2023,32,51.56,40.33,11.24,-233613.22,-10.26,Over Budget,-86852.7,-6.65,Within Budget,10888.1,21973.33,1.2,1992431.8,GREEN,GREEN,GREEN,1,29.36
2023-08-13,Industrial Equipment,Sensor Array,Japan,Client_13,Export Division,Labour,294,5156.56,1516028.64,906503.62,609525.02,328776.59,280748.43,1452619.11,1235280.21,1188057.17,19.5,85,481,2023,8,Aug,3,Q3-2023,Aug-2023,32,40.21,18.52,21.69,63409.53,4.37,On Track,47223.04,3.97,Over Budget,2568.15,17835.63,5.66,3695319.81,GREEN,GREEN,RED,0,29.36
2023-08-13,Industrial Equipment,Sensor Array,USA,Client_18,South Zone,Logistics,728,5522.04,4020045.12,2611538.3,1408506.82,745433.18,663073.64,4507392.58,3356971.48,3046241.76,14.3,51,608,2023,8,Aug,3,Q3-2023,Aug-2023,32,35.04,16.49,18.54,-487347.46,-10.81,Over Budget,310729.72,10.2,Over Budget,5521.33,78824.41,11.92,7185830.65,GREEN,RED,AMBER,0,29.36
2023-08-13,Automotive Components,Clutch Kit,Germany,Client_10,West Zone,Production,662,1315.58,870913.96,583336.44,287577.52,167704.24,119873.28,832949.05,751040.68,750012.38,15.8,21,262,2023,8,Aug,3,Q3-2023,Aug-2023,32,33.02,13.76,19.26,37964.91,4.56,On Track,1028.3,0.14,Over Budget,2866.57,41472.09,12.48,1720055.07,GREEN,GREEN,AMBER,0,29.36
2023-08-13,Automotive Components,Suspension Unit,India,Client_05,South Zone,Labour,594,2686.27,1595644.38,983243.22,612401.16,245185.39,367215.77,1426567.04,1228428.61,1339702.23,7.2,111,735,2023,8,Aug,3,Q3-2023,Aug-2023,32,38.38,23.01,15.37,169077.34,11.85,On Track,-111273.62,-8.31,Within Budget,1671.33,14375.17,6.62,1436079.94,GREEN,GREEN,GREEN,0,29.36
2023-08-14,Industrial Equipment,Robotic Arm,USA,Client_03,Export Division,Production,676,7898.16,5339156.16,2985300.02,2353856.14,615640.39,1738215.75,4943559.28,3600940.41,3487919.47,13.2,16,40,2023,8,Aug,3,Q3-2023,Aug-2023,33,44.09,32.56,11.53,395596.88,8.0,On Track,113020.94,3.24,Over Budget,90023.51,333697.26,2.5,8809607.66,GREEN,GREEN,AMBER,0,29.36
2023-08-14,Consumer Electronics,Wiring Harness,USA,Client_04,East Zone,Production,290,3737.87,1083982.3,660518.38,423463.92,189724.78,233739.14,1166623.5,850243.16,831068.34,10.4,37,718,2023,8,Aug,3,Q3-2023,Aug-2023,33,39.07,21.56,17.5,-82641.2,-7.08,Over Budget,19174.82,2.31,Over Budget,1184.18,29296.82,19.41,1409176.99,GREEN,GREEN,AMBER,0,29.36
2023-08-14,Automotive Components,Clutch Kit,Germany,Client_07,Export Division,Labour,418,6799.72,2842282.96,1397414.58,1444868.38,624434.57,820433.81,3016298.29,2021849.15,1844384.55,1.7,12,187,2023,8,Aug,3,Q3-2023,Aug-2023,33,50.83,28.87,21.97,-174015.33,-5.77,Over Budget,177464.6,9.62,Over Budget,10812.03,236856.91,15.58,603985.13,GREEN,AMBER,GREEN,0,29.36
2023-08-15,Consumer Electronics,Display Module,Japan,Client_05,North Zone,Logistics,707,6544.56,4627003.92,3156732.92,1470271.0,958853.54,511417.46,4952470.09,4115586.46,4540622.18,15.0,68,561,2023,8,Aug,3,Q3-2023,Aug-2023,33,31.78,11.05,20.72,-325466.17,-6.57,Over Budget,-425035.72,-9.36,Within Budget,7336.16,68044.18,8.25,8675632.35,GREEN,GREEN,AMBER,0,29.36
2023-08-16,Industrial Equipment,Sensor Array,Japan,Client_13,East Zone,Logistics,240,3685.79,884589.6,399839.89,484749.71,141338.7,343411.01,958124.49,541178.59,568730.64,6.5,79,630,2023,8,Aug,3,Q3-2023,Aug-2023,33,54.8,38.82,15.98,-73534.89,-7.67,Over Budget,-27552.05,-4.84,Within Budget,859.01,11197.34,7.97,718729.05,GREEN,GREEN,GREEN,0,29.36
2023-08-17,Industrial Equipment,Hydraulic Pump,India,Client_19,West Zone,Overhead,165,4852.02,800583.3,568149.3,232434.0,87749.99,144684.01,866925.05,655899.29,660056.34,20.6,106,837,2023,8,Aug,3,Q3-2023,Aug-2023,33,29.03,18.07,10.96,-66341.75,-7.65,Over Budget,-4157.05,-0.63,Within Budget,783.63,7552.67,7.9,2061502.0,GREEN,GREEN,RED,0,29.36
2023-08-17,Industrial Equipment,Robotic Arm,UK,Client_03,Export Division,R&D,140,2339.23,327492.2,203136.52,124355.68,58833.46,65522.22,347383.48,261969.98,273543.23,12.9,84,359,2023,8,Aug,3,Q3-2023,Aug-2023,33,37.97,20.01,17.96,-19891.28,-5.73,Over Budget,-11573.25,-4.23,Within Budget,729.72,3898.72,4.27,528081.17,GREEN,GREEN,AMBER,0,29.36
2023-08-18,Consumer Electronics,PCB Assembly,USA,Client_18,North Zone,Labour,514,4344.97,2233314.58,1287936.32,945378.26,419992.11,525386.15,2169812.06,1707928.43,1896722.01,19.2,47,211,2023,8,Aug,3,Q3-2023,Aug-2023,33,42.33,23.52,18.81,63502.52,2.93,On Track,-188793.58,-9.95,Within Budget,8094.45,47517.33,4.49,5359954.99,GREEN,GREEN,RED,0,29.36
2023-08-19,Automotive Components,Suspension Unit,USA,Client_19,East Zone,Production,694,4048.7,2809797.8,1392680.2,1417117.6,298384.75,1118732.85,3305815.17,1691064.95,1816432.03,15.0,46,536,2023,8,Aug,3,Q3-2023,Aug-2023,33,50.43,39.82,10.62,-496017.37,-15.0,Over Budget,-125367.08,-6.9,Within Budget,3154.97,61082.56,11.65,5268370.88,GREEN,GREEN,AMBER,0,29.36
2023-08-19,Automotive Components,Brake Assembly,UK,Client_03,East Zone,Overhead,185,5118.48,946918.8,496477.69,450441.11,123889.82,326551.29,1029219.77,620367.51,635825.31,21.8,104,194,2023,8,Aug,3,Q3-2023,Aug-2023,33,47.57,34.49,13.08,-82300.97,-8.0,Over Budget,-15457.8,-2.43,Within Budget,3197.77,9104.99,1.87,2580353.73,GREEN,GREEN,RED,0,29.36
2023-08-19,Consumer Electronics,Display Module,USA,Client_06,East Zone,Logistics,546,1856.07,1013414.22,600341.51,413072.71,105365.55,307707.16,1190017.66,705707.06,784861.25,14.3,115,197,2023,8,Aug,3,Q3-2023,Aug-2023,33,40.76,30.36,10.4,-176603.44,-14.84,Over Budget,-79154.19,-10.09,Within Budget,3582.27,8812.3,1.71,1811477.92,GREEN,GREEN,AMBER,1,29.36
2023-08-19,Industrial Equipment,Robotic Arm,Japan,Client_08,West Zone,Logistics,265,4833.18,1280792.7,867474.39,413318.31,136428.88,276889.43,1172158.91,1003903.27,1080890.04,1.3,69,448,2023,8,Aug,3,Q3-2023,Aug-2023,33,32.27,21.62,10.65,108633.79,9.27,On Track,-76986.77,-7.12,Within Budget,2240.86,18562.21,6.49,208128.81,GREEN,GREEN,GREEN,0,29.36
2023-08-20,Industrial Equipment,CNC Module,Japan,Client_18,South Zone,Labour,749,5792.06,4338252.94,2508114.03,1830138.91,509388.9,1320750.01,4916541.99,3017502.93,2663993.8,22.3,67,431,2023,8,Aug,3,Q3-2023,Aug-2023,33,42.19,30.44,11.74,-578289.05,-11.76,Over Budget,353509.13,13.27,Over Budget,7001.17,64750.04,6.43,12092880.07,GREEN,RED,RED,0,29.36
2023-08-21,Consumer Electronics,Control Panel,UK,Client_02,North Zone,R&D,702,3153.71,2213904.42,1500904.56,712999.86,383577.25,329422.61,2335101.81,1884481.81,1781630.08,6.5,112,140,2023,8,Aug,3,Q3-2023,Aug-2023,34,32.21,14.88,17.33,-121197.39,-5.19,Over Budget,102851.73,5.77,Over Budget,13460.58,19767.0,1.25,1798797.34,GREEN,AMBER,GREEN,0,29.36
2023-08-22,Industrial Equipment,Sensor Array,Japan,Client_15,South Zone,R&D,249,4399.64,1095510.36,693440.42,402069.94,240120.29,161949.65,1021867.02,933560.71,823903.47,0.2,18,52,2023,8,Aug,3,Q3-2023,Aug-2023,34,36.7,14.78,21.92,73643.34,7.21,On Track,109657.24,13.31,Over Budget,17953.09,60861.69,2.89,27387.76,GREEN,RED,GREEN,1,29.36
2023-08-22,Industrial Equipment,Hydraulic Pump,UK,Client_04,West Zone,Overhead,274,5939.38,1627390.12,843007.53,784382.59,169386.92,614995.67,1697340.23,1012394.45,904727.98,14.3,116,262,2023,8,Aug,3,Q3-2023,Aug-2023,34,48.2,37.79,10.41,-69950.11,-4.12,Over Budget,107666.47,11.9,Over Budget,3864.1,14029.23,2.26,2908959.84,GREEN,RED,AMBER,0,29.36
2023-08-23,Consumer Electronics,PCB Assembly,India,Client_03,Export Division,Logistics,434,5422.96,2353564.64,1630954.98,722609.66,395230.01,327379.65,2749386.16,2026184.99,2218754.4,16.7,42,341,2023,8,Aug,3,Q3-2023,Aug-2023,34,30.7,13.91,16.79,-395821.52,-14.4,Over Budget,-192569.41,-8.68,Within Budget,5941.89,56037.25,8.12,4913066.19,GREEN,GREEN,RED,0,29.36
2023-08-23,Industrial Equipment,Hydraulic Pump,Japan,Client_09,West Zone,Overhead,313,1714.75,536716.75,252245.71,284471.04,103721.97,180749.07,514071.4,355967.68,341671.0,1.4,114,311,2023,8,Aug,3,Q3-2023,Aug-2023,34,53.0,33.68,19.33,22645.35,4.41,On Track,14296.68,4.18,Over Budget,1144.59,4708.04,2.73,93925.43,GREEN,GREEN,GREEN,1,29.36
2023-08-23,Automotive Components,Clutch Kit,India,Client_16,South Zone,R&D,452,1838.32,830920.64,484306.64,346614.0,97437.67,249176.33,911299.45,581744.31,542425.82,15.4,66,772,2023,8,Aug,3,Q3-2023,Aug-2023,34,41.71,29.99,11.73,-80378.81,-8.82,Over Budget,39318.49,7.25,Over Budget,753.55,12589.71,11.7,1599522.23,GREEN,AMBER,AMBER,1,29.36
2023-08-24,Industrial Equipment,Hydraulic Pump,India,Client_03,North Zone,R&D,795,2379.47,1891678.65,1078991.09,812687.56,392677.47,420010.09,1652546.9,1471668.56,1521235.04,22.4,95,439,2023,8,Aug,3,Q3-2023,Aug-2023,34,42.96,22.2,20.76,239131.75,14.47,On Track,-49566.48,-3.26,Within Budget,3352.32,19912.41,4.62,5296700.22,GREEN,GREEN,RED,0,29.36
2023-08-25,Industrial Equipment,Conveyor Belt,USA,Client_13,Export Division,Production,577,5807.04,3350662.08,2205296.78,1145365.3,527316.25,618049.05,3234757.96,2732613.03,2881989.08,19.5,18,593,2023,8,Aug,3,Q3-2023,Aug-2023,34,34.18,18.45,15.74,115904.12,3.58,On Track,-149376.05,-5.18,Within Budget,4608.12,186147.89,32.94,8167238.82,GREEN,GREEN,RED,0,29.36
2023-08-25,Automotive Components,Drive Shaft,Japan,Client_16,North Zone,R&D,598,7512.82,4492666.36,2457074.94,2035591.42,816857.89,1218733.53,4331924.72,3273932.83,3377865.16,23.0,21,414,2023,8,Aug,3,Q3-2023,Aug-2023,34,45.31,27.13,18.18,160741.64,3.71,On Track,-103932.33,-3.08,Within Budget,7908.05,213936.49,19.71,12916415.78,GREEN,GREEN,RED,1,29.36
2023-08-26,Consumer Electronics,Control Panel,India,Client_15,East Zone,Logistics,230,4658.57,1071471.1,762060.78,309410.32,192102.01,117308.31,993889.44,954162.79,928996.87,2.6,98,407,2023,8,Aug,3,Q3-2023,Aug-2023,34,28.88,10.95,17.93,77581.66,7.81,On Track,25165.92,2.71,Over Budget,2344.38,10933.38,4.15,348228.11,GREEN,GREEN,GREEN,1,29.36
2023-08-27,Industrial Equipment,Hydraulic Pump,Japan,Client_07,South Zone,Production,247,690.23,170486.81,122584.03,47902.78,21927.71,25975.07,163659.89,144511.74,154664.76,15.4,73,586,2023,8,Aug,3,Q3-2023,Aug-2023,34,28.1,15.24,12.86,6826.92,4.17,On Track,-10153.02,-6.56,Within Budget,246.61,2335.44,8.03,328187.11,GREEN,GREEN,AMBER,0,29.36
2023-08-27,Industrial Equipment,Hydraulic Pump,India,Client_11,North Zone,Overhead,788,821.11,647034.68,311812.82,335221.86,127370.36,207851.5,686008.11,439183.18,434795.25,16.3,78,192,2023,8,Aug,3,Q3-2023,Aug-2023,34,51.81,32.12,19.69,-38973.43,-5.68,Over Budget,4387.93,1.01,Over Budget,2287.41,8295.32,2.46,1318333.16,GREEN,GREEN,RED,0,29.36
2023-08-28,Consumer Electronics,Wiring Harness,Germany,Client_03,North Zone,Logistics,550,5403.74,2972057.0,1715558.39,1256498.61,624614.3,631884.31,2486091.83,2340172.69,2453229.32,3.1,32,687,2023,8,Aug,3,Q3-2023,Aug-2023,35,42.28,21.26,21.02,485965.17,19.55,On Track,-113056.63,-4.61,Within Budget,3406.36,92876.78,21.47,1151672.09,GREEN,GREEN,GREEN,0,29.36
2023-08-28,Automotive Components,Gear Box,India,Client_15,Export Division,Logistics,655,979.68,641690.4,430392.66,211297.74,72961.2,138336.54,663630.99,503353.86,517322.36,1.5,35,476,2023,8,Aug,3,Q3-2023,Aug-2023,35,32.93,21.56,11.37,-21940.59,-3.31,Over Budget,-13968.5,-2.7,Within Budget,1057.47,18334.01,13.6,120316.95,GREEN,GREEN,GREEN,1,29.36
2023-08-29,Industrial Equipment,Robotic Arm,USA,Client_04,Export Division,R&D,190,2911.92,553264.8,393076.35,160188.45,69483.32,90705.13,462756.85,462559.67,426307.68,1.5,45,184,2023,8,Aug,3,Q3-2023,Aug-2023,35,28.95,16.39,12.56,90507.95,19.56,On Track,36251.99,8.5,Over Budget,2513.91,12294.77,4.09,103737.15,GREEN,AMBER,GREEN,0,29.36
2023-08-29,Industrial Equipment,Conveyor Belt,USA,Client_18,South Zone,Labour,299,7442.57,2225328.43,1025851.26,1199477.17,249228.2,950248.97,2503610.24,1275079.46,1309488.7,18.7,12,538,2023,8,Aug,3,Q3-2023,Aug-2023,35,53.9,42.7,11.2,-278281.81,-11.12,Over Budget,-34409.24,-2.63,Within Budget,2370.04,185444.04,44.83,5201705.21,GREEN,GREEN,RED,0,29.36
2023-08-29,Automotive Components,Drive Shaft,India,Client_06,North Zone,R&D,340,3621.67,1231367.8,822555.15,408812.65,237293.84,171518.81,1316638.79,1059848.99,985106.8,15.4,76,501,2023,8,Aug,3,Q3-2023,Aug-2023,35,33.2,13.93,19.27,-85270.99,-6.48,Over Budget,74742.19,7.59,Over Budget,2115.47,16202.21,6.59,2370383.02,GREEN,AMBER,AMBER,1,29.36
2023-08-31,Industrial Equipment,Conveyor Belt,Germany,Client_20,North Zone,R&D,234,5878.99,1375683.66,846394.12,529289.54,152099.08,377190.46,1537373.39,998493.2,950853.04,10.1,81,281,2023,8,Aug,3,Q3-2023,Aug-2023,35,38.47,27.42,11.06,-161689.73,-10.52,Over Budget,47640.16,5.01,Over Budget,3553.36,16983.75,3.47,1736800.62,GREEN,AMBER,AMBER,1,29.36
2023-08-31,Automotive Components,Drive Shaft,UK,Client_04,Export Division,Overhead,602,4306.56,2592549.12,1491592.86,1100956.26,454151.63,646804.63,2320121.81,1945744.49,1737037.25,2.7,29,741,2023,8,Aug,3,Q3-2023,Aug-2023,35,42.47,24.95,17.52,272427.31,11.74,On Track,208707.24,12.02,Over Budget,2625.84,89398.25,25.55,874985.33,GREEN,RED,GREEN,0,29.36
2023-09-01,Industrial Equipment,Robotic Arm,Germany,Client_06,North Zone,Production,710,3231.45,2294329.5,1162282.62,1132046.88,298643.27,833403.61,2390817.45,1460925.89,1597696.46,10.9,23,798,2023,9,Sep,3,Q3-2023,Sep-2023,35,49.34,36.32,13.02,-96487.95,-4.04,Over Budget,-136770.57,-8.56,Within Budget,1830.73,99753.46,34.7,3126023.94,GREEN,GREEN,AMBER,1,29.36
2023-09-02,Automotive Components,Suspension Unit,Germany,Client_06,North Zone,Labour,577,1370.49,790772.73,546954.86,243817.87,147533.18,96284.69,817164.29,694488.04,665481.6,4.8,96,373,2023,9,Sep,3,Q3-2023,Sep-2023,35,30.83,12.18,18.66,-26391.56,-3.23,Over Budget,29006.44,4.36,Over Budget,1861.9,8237.22,3.89,474463.64,GREEN,GREEN,GREEN,1,29.36
2023-09-02,Automotive Components,Drive Shaft,USA,Client_08,North Zone,Logistics,472,7024.15,3315398.8,1828090.16,1487308.64,419330.09,1067978.55,3280774.41,2247420.25,2239010.07,21.4,28,261,2023,9,Sep,3,Q3-2023,Sep-2023,35,44.86,32.21,12.65,34624.39,1.06,On Track,8410.18,0.38,Over Budget,8610.81,118407.1,9.32,8868691.79,GREEN,GREEN,RED,0,29.36
2023-09-02,Consumer Electronics,Display Module,Germany,Client_13,East Zone,Logistics,518,5898.66,3055505.88,1896386.59,1159119.29,663248.6,495870.69,2727943.19,2559635.19,2330626.74,16.6,17,327,2023,9,Sep,3,Q3-2023,Sep-2023,35,37.94,16.23,21.71,327562.69,12.01,On Track,229008.45,9.83,Over Budget,7827.63,179735.64,19.24,6340174.7,GREEN,AMBER,RED,0,29.36
2023-09-02,Automotive Components,Drive Shaft,Japan,Client_15,West Zone,Logistics,401,2148.9,861708.9,456441.7,405267.2,102383.58,302883.62,953087.57,558825.28,619548.6,21.7,83,606,2023,9,Sep,3,Q3-2023,Sep-2023,35,47.03,35.15,11.88,-91378.67,-9.59,Over Budget,-60723.32,-9.8,Within Budget,922.15,10382.03,7.3,2337385.39,GREEN,GREEN,RED,1,29.36
2023-09-03,Automotive Components,Drive Shaft,Japan,Client_17,West Zone,Logistics,655,4051.17,2653516.35,1525628.58,1127887.77,269969.98,857917.79,2584842.64,1795598.56,1956167.51,5.9,65,633,2023,9,Sep,3,Q3-2023,Sep-2023,35,42.51,32.33,10.17,68673.71,2.66,On Track,-160568.95,-8.21,Within Budget,2836.65,40823.33,9.74,1956968.31,GREEN,GREEN,GREEN,0,29.36
2023-09-03,Automotive Components,Suspension Unit,Germany,Client_19,North Zone,Labour,95,800.44,76041.8,43881.91,32159.89,14617.73,17542.16,63274.64,58499.64,58936.59,11.5,112,753,2023,9,Sep,3,Q3-2023,Sep-2023,35,42.29,23.07,19.22,12767.16,20.18,On Track,-436.95,-0.74,Within Budget,77.69,678.94,6.72,109310.09,GREEN,GREEN,AMBER,0,29.36
2023-09-03,Automotive Components,Clutch Kit,Japan,Client_08,North Zone,R&D,62,5698.7,353319.4,197783.57,155535.83,44575.05,110960.78,335309.31,242358.62,227180.91,24.0,12,531,2023,9,Sep,3,Q3-2023,Sep-2023,35,44.02,31.41,12.62,18010.09,5.37,On Track,15177.71,6.68,Over Budget,456.42,29443.28,44.25,1059958.2,GREEN,AMBER,RED,0,29.36
2023-09-04,Consumer Electronics,Control Panel,Germany,Client_15,Export Division,R&D,74,7823.16,578913.84,333000.14,245913.7,67521.54,178392.16,621248.98,400521.68,370237.03,20.9,90,515,2023,9,Sep,3,Q3-2023,Sep-2023,36,42.48,30.81,11.66,-42335.14,-6.81,Over Budget,30284.65,8.18,Over Budget,777.71,6432.38,5.72,1512412.41,GREEN,AMBER,RED,1,29.36
2023-09-04,Consumer Electronics,PCB Assembly,India,Client_13,East Zone,R&D,83,2724.42,226126.86,147724.1,78402.76,41554.56,36848.2,235285.1,189278.66,192696.1,5.0,97,122,2023,9,Sep,3,Q3-2023,Sep-2023,36,34.67,16.3,18.38,-9158.24,-3.89,Over Budget,-3417.44,-1.77,Within Budget,1551.46,2331.2,1.26,141329.29,GREEN,GREEN,GREEN,0,29.36
2023-09-05,Consumer Electronics,Control Panel,India,Client_17,East Zone,Production,163,3372.16,549662.08,316410.38,233251.7,57662.26,175589.44,523232.06,374072.64,387375.2,16.9,81,766,2023,9,Sep,3,Q3-2023,Sep-2023,36,42.44,31.94,10.49,26430.02,5.05,On Track,-13302.56,-3.43,Within Budget,488.35,6785.95,9.46,1161161.14,GREEN,GREEN,RED,0,29.36
2023-09-06,Automotive Components,Brake Assembly,USA,Client_08,Export Division,Production,714,4088.7,2919331.8,2053954.1,865377.7,495160.5,370217.2,3401831.2,2549114.6,2371570.18,17.9,38,368,2023,9,Sep,3,Q3-2023,Sep-2023,36,29.64,12.68,16.96,-482499.4,-14.18,Over Budget,177544.42,7.49,Over Budget,6926.94,76824.52,9.68,6532004.9,GREEN,AMBER,RED,0,29.36
2023-09-06,Industrial Equipment,CNC Module,UK,Client_14,East Zone,Production,114,3296.1,375755.4,214988.78,160766.62,60186.25,100580.37,420335.6,275175.03,273204.59,12.8,115,585,2023,9,Sep,3,Q3-2023,Sep-2023,36,42.78,26.77,16.02,-44580.2,-10.61,Over Budget,1970.44,0.72,Over Budget,470.38,3267.44,5.09,601208.64,GREEN,GREEN,AMBER,0,29.36
2023-09-07,Industrial Equipment,Robotic Arm,UK,Client_12,North Zone,Logistics,518,1154.82,598196.76,332288.89,265907.87,72655.43,193252.44,696882.68,404944.32,363829.25,4.0,24,753,2023,9,Sep,3,Q3-2023,Sep-2023,36,44.45,32.31,12.15,-98685.92,-14.16,Over Budget,41115.07,11.3,Over Budget,537.77,24924.86,31.38,299098.38,GREEN,RED,GREEN,0,29.36
